document_id,title,document_type,domain,department,status,version,owner,path,risk_level,related_documents,keywords,review_date
POL-AML-006,High Risk Customer Monitoring Policy,Policy,AML,AML - Financial Crime & AML,Approved,1.0,Department Head,documents/policies/POL-AML-006_High_Risk_Customer_Monitoring_Policy.md,Critical,SOP-AML-006; SOP-AML-007; SOP-AML-001; KOD-AML-002; KOD-AML-003; KOD-AML-004; EXM-AML-002; EXM-AML-003; EXM-AML-004,AML; sanctions; screening; suspicious activity; transaction monitoring; high risk customer monitoring policy; POL-AML-006; High; Risk; Customer; Monitoring,2027-07-01
POL-AML-007,AML Record Retention Policy,Policy,AML,AML - Financial Crime & AML,Approved,1.0,Department Head,documents/policies/POL-AML-007_AML_Record_Retention_Policy.md,Critical,SOP-AML-007; SOP-AML-001; SOP-AML-002; KOD-AML-003; KOD-AML-004; KOD-AML-001; EXM-AML-003; EXM-AML-004; EXM-AML-001,AML; sanctions; screening; suspicious activity; transaction monitoring; aml record retention policy; POL-AML-007; Record; Retention,2027-07-01
POL-Corporate Banking-001,Business Current Account Servicing Policy,Policy,Corporate Banking,COR - Corporate Banking,Approved,1.0,Department Head,documents/policies/POL-Corporate_Banking-001_Business_Current_Account_Servicing_Policy.md,High,SOP-Corporate Banking-001; SOP-Corporate Banking-002; SOP-Corporate Banking-003; KOD-Corporate Banking-001; KOD-Corporate Banking-002; KOD-Corporate Banking-003; EXM-Corporate Banking-001; EXM-Corporate Banking-002; EXM-Corporate Banking-003,corporate banking; business current account; escrow account; cash management; business current account servicing policy; POL-Corporate; Banking-001; Business; Current; Account; Servicing,2027-07-01
POL-Corporate Banking-002,Escrow Account Control Policy,Policy,Corporate Banking,COR - Corporate Banking,Approved,1.0,Department Head,documents/policies/POL-Corporate_Banking-002_Escrow_Account_Control_Policy.md,High,SOP-Corporate Banking-002; SOP-Corporate Banking-003; SOP-Corporate Banking-004; KOD-Corporate Banking-002; KOD-Corporate Banking-003; KOD-Corporate Banking-001; EXM-Corporate Banking-002; EXM-Corporate Banking-003; EXM-Corporate Banking-001,corporate banking; business current account; escrow account; cash management; escrow account control policy; POL-Corporate; Banking-002; Escrow; Account,2027-07-01
POL-Corporate Banking-003,Cash Management Service Policy,Policy,Corporate Banking,COR - Corporate Banking,Approved,1.0,Department Head,documents/policies/POL-Corporate_Banking-003_Cash_Management_Service_Policy.md,High,SOP-Corporate Banking-003; SOP-Corporate Banking-004; SOP-Corporate Banking-005; KOD-Corporate Banking-003; KOD-Corporate Banking-001; KOD-Corporate Banking-002; EXM-Corporate Banking-003; EXM-Corporate Banking-001; EXM-Corporate Banking-002,corporate banking; business current account; escrow account; cash management; cash management service policy; POL-Corporate; Banking-003; Cash; Management,2027-07-01
POL-Corporate Banking-004,Corporate Customer Maintenance Policy,Policy,Corporate Banking,COR - Corporate Banking,Approved,1.0,Department Head,documents/policies/POL-Corporate_Banking-004_Corporate_Customer_Maintenance_Policy.md,High,SOP-Corporate Banking-004; SOP-Corporate Banking-005; SOP-Corporate Banking-001; KOD-Corporate Banking-001; KOD-Corporate Banking-002; KOD-Corporate Banking-003; EXM-Corporate Banking-001; EXM-Corporate Banking-002; EXM-Corporate Banking-003,corporate banking; business current account; escrow account; cash management; corporate customer maintenance policy; POL-Corporate; Banking-004; Corporate; Customer; Maintenance,2027-07-01
POL-Corporate Banking-005,Corporate Banking Record Retention Policy,Policy,Corporate Banking,COR - Corporate Banking,Approved,1.0,Department Head,documents/policies/POL-Corporate_Banking-005_Corporate_Banking_Record_Retention_Policy.md,High,SOP-Corporate Banking-005; SOP-Corporate Banking-001; SOP-Corporate Banking-002; KOD-Corporate Banking-002; KOD-Corporate Banking-003; KOD-Corporate Banking-001; EXM-Corporate Banking-002; EXM-Corporate Banking-003; EXM-Corporate Banking-001,corporate banking; business current account; escrow account; cash management; corporate banking record retention policy; POL-Corporate; Banking-005; Corporate; Banking; Record; Retention,2027-07-01
POL-Credit-001,Home Loan Credit Assessment Policy,Policy,Credit,CRD - Credit Risk,Approved,1.0,Department Head,documents/policies/POL-Credit-001_Home_Loan_Credit_Assessment_Policy.md,High,SOP-Credit-001; SOP-Credit-002; SOP-Credit-003; KOD-Credit-001; KOD-Credit-002; KOD-Credit-003; EXM-Credit-001; EXM-Credit-002; EXM-Credit-003,credit; credit risk; loan assessment; working capital; overdraft; home loan credit assessment policy; POL-Credit-001; Home; Loan; Assessment,2027-07-01
POL-Credit-002,Personal Loan Credit Assessment Policy,Policy,Credit,CRD - Credit Risk,Approved,1.0,Department Head,documents/policies/POL-Credit-002_Personal_Loan_Credit_Assessment_Policy.md,High,SOP-Credit-002; SOP-Credit-003; SOP-Credit-004; KOD-Credit-002; KOD-Credit-003; KOD-Credit-004; EXM-Credit-002; EXM-Credit-003; EXM-Credit-004,credit; credit risk; loan assessment; working capital; overdraft; personal loan credit assessment policy; POL-Credit-002; Personal; Loan; Assessment,2027-07-01
POL-Credit-003,Business Loan Credit Assessment Policy,Policy,Credit,CRD - Credit Risk,Approved,1.0,Department Head,documents/policies/POL-Credit-003_Business_Loan_Credit_Assessment_Policy.md,High,SOP-Credit-003; SOP-Credit-004; SOP-Credit-005; KOD-Credit-003; KOD-Credit-004; KOD-Credit-001; EXM-Credit-003; EXM-Credit-004; EXM-Credit-001,credit; credit risk; loan assessment; working capital; overdraft; business loan credit assessment policy; POL-Credit-003; Business; Loan; Assessment,2027-07-01
POL-Credit-004,Working Capital Credit Control Policy,Policy,Credit,CRD - Credit Risk,Approved,1.0,Department Head,documents/policies/POL-Credit-004_Working_Capital_Credit_Control_Policy.md,High,SOP-Credit-004; SOP-Credit-005; SOP-Credit-006; KOD-Credit-004; KOD-Credit-001; KOD-Credit-002; EXM-Credit-004; EXM-Credit-001; EXM-Credit-002,credit; credit risk; loan assessment; working capital; overdraft; working capital credit control policy; POL-Credit-004; Working; Capital,2027-07-01
POL-Credit-005,Overdraft Credit Control Policy,Policy,Credit,CRD - Credit Risk,Approved,1.0,Department Head,documents/policies/POL-Credit-005_Overdraft_Credit_Control_Policy.md,High,SOP-Credit-005; SOP-Credit-006; SOP-Credit-001; KOD-Credit-001; KOD-Credit-002; KOD-Credit-003; EXM-Credit-001; EXM-Credit-002; EXM-Credit-003,credit; credit risk; loan assessment; working capital; overdraft; overdraft credit control policy; POL-Credit-005,2027-07-01
POL-Credit-006,Credit Exception Governance Policy,Policy,Credit,CRD - Credit Risk,Approved,1.0,Department Head,documents/policies/POL-Credit-006_Credit_Exception_Governance_Policy.md,High,SOP-Credit-006; SOP-Credit-001; SOP-Credit-002; KOD-Credit-002; KOD-Credit-003; KOD-Credit-004; EXM-Credit-002; EXM-Credit-003; EXM-Credit-004,credit; credit risk; loan assessment; working capital; overdraft; credit exception governance policy; POL-Credit-006; Exception; Governance,2027-07-01
POL-Customer Onboarding-001,Standard Account Opening Policy,Policy,Customer Onboarding,OPS - Banking Operations,Approved,1.0,Department Head,documents/policies/POL-Customer_Onboarding-001_Standard_Account_Opening_Policy.md,High,SOP-Customer Onboarding-001; SOP-Customer Onboarding-002; SOP-Customer Onboarding-003; KOD-Customer Onboarding-001; KOD-Customer Onboarding-002; KOD-Customer Onboarding-003; EXM-Customer Onboarding-001; EXM-Customer Onboarding-002; EXM-Customer Onboarding-003,customer onboarding; account opening; consent; data quality; approval routing; standard account opening policy; POL-Customer; Onboarding-001; Standard; Account; Opening,2027-07-01
POL-Customer Onboarding-002,Customer Onboarding Documentation Policy,Policy,Customer Onboarding,OPS - Banking Operations,Approved,1.0,Department Head,documents/policies/POL-Customer_Onboarding-002_Customer_Onboarding_Documentation_Policy.md,High,SOP-Customer Onboarding-002; SOP-Customer Onboarding-003; SOP-Customer Onboarding-004; KOD-Customer Onboarding-002; KOD-Customer Onboarding-003; KOD-Customer Onboarding-004; EXM-Customer Onboarding-002; EXM-Customer Onboarding-003; EXM-Customer Onboarding-004,customer onboarding; account opening; consent; data quality; approval routing; customer onboarding documentation policy; POL-Customer; Onboarding-002; Customer; Onboarding; Documentation,2027-07-01
POL-Customer Onboarding-003,Customer Onboarding Approval Policy,Policy,Customer Onboarding,OPS - Banking Operations,Approved,1.0,Department Head,documents/policies/POL-Customer_Onboarding-003_Customer_Onboarding_Approval_Policy.md,High,SOP-Customer Onboarding-003; SOP-Customer Onboarding-004; SOP-Customer Onboarding-005; KOD-Customer Onboarding-003; KOD-Customer Onboarding-004; KOD-Customer Onboarding-001; EXM-Customer Onboarding-003; EXM-Customer Onboarding-004; EXM-Customer Onboarding-001,customer onboarding; account opening; consent; data quality; approval routing; customer onboarding approval policy; POL-Customer; Onboarding-003; Customer; Onboarding; Approval,2027-07-01
POL-Customer Onboarding-004,High Risk Onboarding Policy,Policy,Customer Onboarding,OPS - Banking Operations,Approved,1.0,Department Head,documents/policies/POL-Customer_Onboarding-004_High_Risk_Onboarding_Policy.md,High,SOP-Customer Onboarding-004; SOP-Customer Onboarding-005; SOP-Customer Onboarding-006; KOD-Customer Onboarding-004; KOD-Customer Onboarding-001; KOD-Customer Onboarding-002; EXM-Customer Onboarding-004; EXM-Customer Onboarding-001; EXM-Customer Onboarding-002,customer onboarding; account opening; consent; data quality; approval routing; high risk onboarding policy; POL-Customer; Onboarding-004; High; Risk; Onboarding,2027-07-01
POL-Customer Onboarding-005,Onboarding Data Quality Policy,Policy,Customer Onboarding,OPS - Banking Operations,Approved,1.0,Department Head,documents/policies/POL-Customer_Onboarding-005_Onboarding_Data_Quality_Policy.md,High,SOP-Customer Onboarding-005; SOP-Customer Onboarding-006; SOP-Customer Onboarding-007; KOD-Customer Onboarding-001; KOD-Customer Onboarding-002; KOD-Customer Onboarding-003; EXM-Customer Onboarding-001; EXM-Customer Onboarding-002; EXM-Customer Onboarding-003,customer onboarding; account opening; consent; data quality; approval routing; onboarding data quality policy; POL-Customer; Onboarding-005; Onboarding; Data; Quality,2027-07-01
POL-Customer Onboarding-006,Customer Consent Capture Policy,Policy,Customer Onboarding,OPS - Banking Operations,Approved,1.0,Department Head,documents/policies/POL-Customer_Onboarding-006_Customer_Consent_Capture_Policy.md,High,SOP-Customer Onboarding-006; SOP-Customer Onboarding-007; SOP-Customer Onboarding-001; KOD-Customer Onboarding-002; KOD-Customer Onboarding-003; KOD-Customer Onboarding-004; EXM-Customer Onboarding-002; EXM-Customer Onboarding-003; EXM-Customer Onboarding-004,customer onboarding; account opening; consent; data quality; approval routing; customer consent capture policy; POL-Customer; Onboarding-006; Customer; Capture,2027-07-01
POL-Customer Onboarding-007,Onboarding Record Retention Policy,Policy,Customer Onboarding,OPS - Banking Operations,Approved,1.0,Department Head,documents/policies/POL-Customer_Onboarding-007_Onboarding_Record_Retention_Policy.md,High,SOP-Customer Onboarding-007; SOP-Customer Onboarding-001; SOP-Customer Onboarding-002; KOD-Customer Onboarding-003; KOD-Customer Onboarding-004; KOD-Customer Onboarding-001; EXM-Customer Onboarding-003; EXM-Customer Onboarding-004; EXM-Customer Onboarding-001,customer onboarding; account opening; consent; data quality; approval routing; onboarding record retention policy; POL-Customer; Onboarding-007; Onboarding; Record; Retention,2027-07-01
POL-KYC-001,Customer Identification and Verification Policy,Policy,KYC,CMP - Compliance,Approved,1.0,Department Head,documents/policies/POL-KYC-001_Customer_Identification_and_Verification_Policy.md,High,SOP-KYC-001; SOP-KYC-002; SOP-KYC-003; KOD-KYC-001; KOD-KYC-002; KOD-KYC-003; EXM-KYC-001; EXM-KYC-002; EXM-KYC-003,KYC; customer identification; customer verification; customer due diligence; identity document; address proof; beneficial ownership; onboarding control; Customer; Identification; Verification,2027-07-01
POL-KYC-002,Customer Due Diligence Policy,Policy,KYC,CMP - Compliance,Approved,1.0,Department Head,documents/policies/POL-KYC-002_Customer_Due_Diligence_Policy.md,High,SOP-KYC-002; SOP-KYC-003; SOP-KYC-004; KOD-KYC-002; KOD-KYC-003; KOD-KYC-004; EXM-KYC-002; EXM-KYC-003; EXM-KYC-004,KYC; customer identification; due diligence; beneficial ownership; verification; customer due diligence policy; POL-KYC-002; Customer; Due; Diligence,2027-07-01
POL-KYC-003,Enhanced Due Diligence Policy,Policy,KYC,CMP - Compliance,Approved,1.0,Department Head,documents/policies/POL-KYC-003_Enhanced_Due_Diligence_Policy.md,High,SOP-KYC-003; SOP-KYC-004; SOP-KYC-005; KOD-KYC-003; KOD-KYC-004; KOD-KYC-001; EXM-KYC-003; EXM-KYC-004; EXM-KYC-001,KYC; customer identification; due diligence; beneficial ownership; verification; enhanced due diligence policy; POL-KYC-003; Enhanced; Due; Diligence,2027-07-01
POL-KYC-004,Beneficial Ownership Identification Policy,Policy,KYC,CMP - Compliance,Approved,1.0,Department Head,documents/policies/POL-KYC-004_Beneficial_Ownership_Identification_Policy.md,High,SOP-KYC-004; SOP-KYC-005; SOP-KYC-006; KOD-KYC-004; KOD-KYC-001; KOD-KYC-002; EXM-KYC-004; EXM-KYC-001; EXM-KYC-002,KYC; customer identification; due diligence; beneficial ownership; verification; beneficial ownership identification policy; POL-KYC-004; Beneficial; Ownership; Identification,2027-07-01
POL-KYC-005,Risk-Based Customer Classification Policy,Policy,KYC,CMP - Compliance,Approved,1.0,Department Head,documents/policies/POL-KYC-005_Risk-Based_Customer_Classification_Policy.md,High,SOP-KYC-005; SOP-KYC-006; SOP-KYC-007; KOD-KYC-001; KOD-KYC-002; KOD-KYC-003; EXM-KYC-001; EXM-KYC-002; EXM-KYC-003,KYC; customer identification; due diligence; beneficial ownership; verification; risk-based customer classification policy; POL-KYC-005; Risk-Based; Customer; Classification,2027-07-01
POL-KYC-006,Periodic KYC Review Policy,Policy,KYC,CMP - Compliance,Approved,1.0,Department Head,documents/policies/POL-KYC-006_Periodic_KYC_Review_Policy.md,High,SOP-KYC-006; SOP-KYC-007; SOP-KYC-001; KOD-KYC-002; KOD-KYC-003; KOD-KYC-004; EXM-KYC-002; EXM-KYC-003; EXM-KYC-004,KYC; customer identification; due diligence; beneficial ownership; verification; periodic kyc review policy; POL-KYC-006; Periodic; Review,2027-07-01
POL-KYC-007,KYC Record Retention Policy,Policy,KYC,CMP - Compliance,Approved,1.0,Department Head,documents/policies/POL-KYC-007_KYC_Record_Retention_Policy.md,High,SOP-KYC-007; SOP-KYC-001; SOP-KYC-002; KOD-KYC-003; KOD-KYC-004; KOD-KYC-001; EXM-KYC-003; EXM-KYC-004; EXM-KYC-001,KYC; customer identification; due diligence; beneficial ownership; verification; kyc record retention policy; POL-KYC-007; Record; Retention,2027-07-01
POL-Payments-001,NEFT Processing Policy,Policy,Payments,PAY - Payments,Approved,1.0,Department Head,documents/policies/POL-Payments-001_NEFT_Processing_Policy.md,High,SOP-Payments-001; SOP-Payments-002; SOP-Payments-003; KOD-Payments-001; KOD-Payments-002; KOD-Payments-003; EXM-Payments-001; EXM-Payments-002; EXM-Payments-003,payments; NEFT; RTGS; IMPS; UPI; SWIFT; ACH; neft processing policy; POL-Payments-001; Processing,2027-07-01
POL-Payments-002,RTGS Processing Policy,Policy,Payments,PAY - Payments,Approved,1.0,Department Head,documents/policies/POL-Payments-002_RTGS_Processing_Policy.md,High,SOP-Payments-002; SOP-Payments-003; SOP-Payments-004; KOD-Payments-002; KOD-Payments-003; KOD-Payments-004; EXM-Payments-002; EXM-Payments-003; EXM-Payments-004,payments; NEFT; RTGS; IMPS; UPI; SWIFT; ACH; rtgs processing policy; POL-Payments-002; Processing,2027-07-01
POL-Payments-003,IMPS and UPI Processing Policy,Policy,Payments,PAY - Payments,Approved,1.0,Department Head,documents/policies/POL-Payments-003_IMPS_and_UPI_Processing_Policy.md,High,SOP-Payments-003; SOP-Payments-004; SOP-Payments-005; KOD-Payments-003; KOD-Payments-004; KOD-Payments-001; EXM-Payments-003; EXM-Payments-004; EXM-Payments-001,payments; NEFT; RTGS; IMPS; UPI; SWIFT; ACH; imps and upi processing policy; POL-Payments-003; Processing,2027-07-01
POL-Payments-004,SWIFT Payment Control Policy,Policy,Payments,PAY - Payments,Approved,1.0,Department Head,documents/policies/POL-Payments-004_SWIFT_Payment_Control_Policy.md,High,SOP-Payments-004; SOP-Payments-005; SOP-Payments-006; KOD-Payments-004; KOD-Payments-001; KOD-Payments-002; EXM-Payments-004; EXM-Payments-001; EXM-Payments-002,payments; NEFT; RTGS; IMPS; UPI; SWIFT; ACH; swift payment control policy; POL-Payments-004; Payment,2027-07-01
POL-Payments-005,ACH Processing Policy,Policy,Payments,PAY - Payments,Approved,1.0,Department Head,documents/policies/POL-Payments-005_ACH_Processing_Policy.md,High,SOP-Payments-005; SOP-Payments-006; SOP-Payments-001; KOD-Payments-001; KOD-Payments-002; KOD-Payments-003; EXM-Payments-001; EXM-Payments-002; EXM-Payments-003,payments; NEFT; RTGS; IMPS; UPI; SWIFT; ACH; ach processing policy; POL-Payments-005; Processing,2027-07-01
POL-Payments-006,Payment Exception Handling Policy,Policy,Payments,PAY - Payments,Approved,1.0,Department Head,documents/policies/POL-Payments-006_Payment_Exception_Handling_Policy.md,High,SOP-Payments-006; SOP-Payments-001; SOP-Payments-002; KOD-Payments-002; KOD-Payments-003; KOD-Payments-004; EXM-Payments-002; EXM-Payments-003; EXM-Payments-004,payments; NEFT; RTGS; IMPS; UPI; SWIFT; ACH; payment exception handling policy; POL-Payments-006; Payment; Exception; Handling,2027-07-01
POL-Retail Banking-001,Savings Account Servicing Policy,Policy,Retail Banking,RET - Retail Banking,Approved,1.0,Department Head,documents/policies/POL-Retail_Banking-001_Savings_Account_Servicing_Policy.md,High,SOP-Retail Banking-001; SOP-Retail Banking-002; SOP-Retail Banking-003; KOD-Retail Banking-001; KOD-Retail Banking-002; KOD-Retail Banking-003; EXM-Retail Banking-001; EXM-Retail Banking-002; EXM-Retail Banking-003,retail banking; savings account; current account; salary account; deposit servicing; savings account servicing policy; POL-Retail; Banking-001; Savings; Account; Servicing,2027-07-01
POL-Retail Banking-002,Current Account Servicing Policy,Policy,Retail Banking,RET - Retail Banking,Approved,1.0,Department Head,documents/policies/POL-Retail_Banking-002_Current_Account_Servicing_Policy.md,High,SOP-Retail Banking-002; SOP-Retail Banking-003; SOP-Retail Banking-004; KOD-Retail Banking-002; KOD-Retail Banking-003; KOD-Retail Banking-001; EXM-Retail Banking-002; EXM-Retail Banking-003; EXM-Retail Banking-001,retail banking; savings account; current account; salary account; deposit servicing; current account servicing policy; POL-Retail; Banking-002; Current; Account; Servicing,2027-07-01
POL-Retail Banking-003,Salary Account Servicing Policy,Policy,Retail Banking,RET - Retail Banking,Approved,1.0,Department Head,documents/policies/POL-Retail_Banking-003_Salary_Account_Servicing_Policy.md,High,SOP-Retail Banking-003; SOP-Retail Banking-004; SOP-Retail Banking-005; KOD-Retail Banking-003; KOD-Retail Banking-001; KOD-Retail Banking-002; EXM-Retail Banking-003; EXM-Retail Banking-001; EXM-Retail Banking-002,retail banking; savings account; current account; salary account; deposit servicing; salary account servicing policy; POL-Retail; Banking-003; Salary; Account; Servicing,2027-07-01
POL-Retail Banking-004,Fixed Deposit Servicing Policy,Policy,Retail Banking,RET - Retail Banking,Approved,1.0,Department Head,documents/policies/POL-Retail_Banking-004_Fixed_Deposit_Servicing_Policy.md,High,SOP-Retail Banking-004; SOP-Retail Banking-005; SOP-Retail Banking-001; KOD-Retail Banking-001; KOD-Retail Banking-002; KOD-Retail Banking-003; EXM-Retail Banking-001; EXM-Retail Banking-002; EXM-Retail Banking-003,retail banking; savings account; current account; salary account; deposit servicing; fixed deposit servicing policy; POL-Retail; Banking-004; Fixed; Deposit; Servicing,2027-07-01
POL-Retail Banking-005,Recurring Deposit Servicing Policy,Policy,Retail Banking,RET - Retail Banking,Approved,1.0,Department Head,documents/policies/POL-Retail_Banking-005_Recurring_Deposit_Servicing_Policy.md,High,SOP-Retail Banking-005; SOP-Retail Banking-001; SOP-Retail Banking-002; KOD-Retail Banking-002; KOD-Retail Banking-003; KOD-Retail Banking-001; EXM-Retail Banking-002; EXM-Retail Banking-003; EXM-Retail Banking-001,retail banking; savings account; current account; salary account; deposit servicing; recurring deposit servicing policy; POL-Retail; Banking-005; Recurring; Deposit; Servicing,2027-07-01
POL-Trade Finance-001,Letter of Credit Processing Policy,Policy,Trade Finance,TRD - Trade Finance,Approved,1.0,Department Head,documents/policies/POL-Trade_Finance-001_Letter_of_Credit_Processing_Policy.md,High,SOP-Trade Finance-001; SOP-Trade Finance-002; SOP-Trade Finance-003; KOD-Trade Finance-001; KOD-Trade Finance-002; KOD-Trade Finance-003; EXM-Trade Finance-001; EXM-Trade Finance-002; EXM-Trade Finance-003,trade finance; letter of credit; bank guarantee; export finance; import finance; letter of credit processing policy; POL-Trade; Finance-001; Letter; Credit; Processing,2027-07-01
POL-Trade Finance-002,Bank Guarantee Issuance Policy,Policy,Trade Finance,TRD - Trade Finance,Approved,1.0,Department Head,documents/policies/POL-Trade_Finance-002_Bank_Guarantee_Issuance_Policy.md,High,SOP-Trade Finance-002; SOP-Trade Finance-003; SOP-Trade Finance-004; KOD-Trade Finance-002; KOD-Trade Finance-003; KOD-Trade Finance-004; EXM-Trade Finance-002; EXM-Trade Finance-003; EXM-Trade Finance-004,trade finance; letter of credit; bank guarantee; export finance; import finance; bank guarantee issuance policy; POL-Trade; Finance-002; Bank; Guarantee; Issuance,2027-07-01
POL-Trade Finance-003,Export Finance Control Policy,Policy,Trade Finance,TRD - Trade Finance,Approved,1.0,Department Head,documents/policies/POL-Trade_Finance-003_Export_Finance_Control_Policy.md,High,SOP-Trade Finance-003; SOP-Trade Finance-004; SOP-Trade Finance-005; KOD-Trade Finance-003; KOD-Trade Finance-004; KOD-Trade Finance-001; EXM-Trade Finance-003; EXM-Trade Finance-004; EXM-Trade Finance-001,trade finance; letter of credit; bank guarantee; export finance; import finance; export finance control policy; POL-Trade; Finance-003; Export; Finance,2027-07-01
POL-Trade Finance-004,Import Finance Control Policy,Policy,Trade Finance,TRD - Trade Finance,Approved,1.0,Department Head,documents/policies/POL-Trade_Finance-004_Import_Finance_Control_Policy.md,High,SOP-Trade Finance-004; SOP-Trade Finance-005; SOP-Trade Finance-006; KOD-Trade Finance-004; KOD-Trade Finance-001; KOD-Trade Finance-002; EXM-Trade Finance-004; EXM-Trade Finance-001; EXM-Trade Finance-002,trade finance; letter of credit; bank guarantee; export finance; import finance; import finance control policy; POL-Trade; Finance-004; Import; Finance,2027-07-01
POL-Trade Finance-005,Documentary Collection Handling Policy,Policy,Trade Finance,TRD - Trade Finance,Approved,1.0,Department Head,documents/policies/POL-Trade_Finance-005_Documentary_Collection_Handling_Policy.md,High,SOP-Trade Finance-005; SOP-Trade Finance-006; SOP-Trade Finance-007; KOD-Trade Finance-001; KOD-Trade Finance-002; KOD-Trade Finance-003; EXM-Trade Finance-001; EXM-Trade Finance-002; EXM-Trade Finance-003,trade finance; letter of credit; bank guarantee; export finance; import finance; documentary collection handling policy; POL-Trade; Finance-005; Documentary; Collection; Handling,2027-07-01
POL-Trade Finance-006,Trade Transaction Review Policy,Policy,Trade Finance,TRD - Trade Finance,Approved,1.0,Department Head,documents/policies/POL-Trade_Finance-006_Trade_Transaction_Review_Policy.md,High,SOP-Trade Finance-006; SOP-Trade Finance-007; SOP-Trade Finance-001; KOD-Trade Finance-002; KOD-Trade Finance-003; KOD-Trade Finance-004; EXM-Trade Finance-002; EXM-Trade Finance-003; EXM-Trade Finance-004,trade finance; letter of credit; bank guarantee; export finance; import finance; trade transaction review policy; POL-Trade; Finance-006; Trade; Transaction; Review,2027-07-01
POL-Trade Finance-007,Trade Finance Document Retention Policy,Policy,Trade Finance,TRD - Trade Finance,Approved,1.0,Department Head,documents/policies/POL-Trade_Finance-007_Trade_Finance_Document_Retention_Policy.md,High,SOP-Trade Finance-007; SOP-Trade Finance-001; SOP-Trade Finance-002; KOD-Trade Finance-003; KOD-Trade Finance-004; KOD-Trade Finance-001; EXM-Trade Finance-003; EXM-Trade Finance-004; EXM-Trade Finance-001,trade finance; letter of credit; bank guarantee; export finance; import finance; trade finance document retention policy; POL-Trade; Finance-007; Trade; Finance; Retention,2027-07-01
SOP-AML-001,Customer Name Screening SOP,Standard Operating Procedure,AML,AML - Financial Crime & AML,Approved,1.0,Department Head,documents/sops/SOP-AML-001_Customer_Name_Screening_SOP.md,Critical,POL-AML-001; KOD-AML-001; FAQ-AML-001; FAQ-AML-002,AML; sanctions; screening; suspicious activity; transaction monitoring; customer name screening sop; SOP-AML-001; Customer; Name,2027-07-01
SOP-AML-002,Sanctions Alert Review SOP,Standard Operating Procedure,AML,AML - Financial Crime & AML,Approved,1.0,Department Head,documents/sops/SOP-AML-002_Sanctions_Alert_Review_SOP.md,Critical,POL-AML-002; KOD-AML-002; FAQ-AML-002; FAQ-AML-003,AML; sanctions; screening; suspicious activity; transaction monitoring; sanctions alert review sop; SOP-AML-002; Alert; Review,2027-07-01
SOP-AML-003,Suspicious Activity Assessment SOP,Standard Operating Procedure,AML,AML - Financial Crime & AML,Approved,1.0,Department Head,documents/sops/SOP-AML-003_Suspicious_Activity_Assessment_SOP.md,Critical,POL-AML-003; KOD-AML-003; FAQ-AML-003; FAQ-AML-004,AML; sanctions; screening; suspicious activity; transaction monitoring; suspicious activity assessment sop; SOP-AML-003; Suspicious; Activity; Assessment,2027-07-01
SOP-AML-004,Transaction Monitoring Alert Handling SOP,Standard Operating Procedure,AML,AML - Financial Crime & AML,Approved,1.0,Department Head,documents/sops/SOP-AML-004_Transaction_Monitoring_Alert_Handling_SOP.md,Critical,POL-AML-004; KOD-AML-004; FAQ-AML-004; FAQ-AML-005,AML; sanctions; screening; suspicious activity; transaction monitoring; transaction monitoring alert handling sop; SOP-AML-004; Transaction; Monitoring; Alert; Handling,2027-07-01
SOP-AML-005,AML Investigation Case Handling SOP,Standard Operating Procedure,AML,AML - Financial Crime & AML,Approved,1.0,Department Head,documents/sops/SOP-AML-005_AML_Investigation_Case_Handling_SOP.md,Critical,POL-AML-005; KOD-AML-001; FAQ-AML-005; FAQ-AML-006,AML; sanctions; screening; suspicious activity; transaction monitoring; aml investigation case handling sop; SOP-AML-005; Investigation; Handling,2027-07-01
SOP-AML-006,High Risk Customer Monitoring SOP,Standard Operating Procedure,AML,AML - Financial Crime & AML,Approved,1.0,Department Head,documents/sops/SOP-AML-006_High_Risk_Customer_Monitoring_SOP.md,Critical,POL-AML-006; KOD-AML-002; FAQ-AML-006; FAQ-AML-007,AML; sanctions; screening; suspicious activity; transaction monitoring; high risk customer monitoring sop; SOP-AML-006; High; Risk; Customer; Monitoring,2027-07-01
SOP-AML-007,AML Record Maintenance SOP,Standard Operating Procedure,AML,AML - Financial Crime & AML,Approved,1.0,Department Head,documents/sops/SOP-AML-007_AML_Record_Maintenance_SOP.md,Critical,POL-AML-007; KOD-AML-003; FAQ-AML-007; FAQ-AML-008,AML; sanctions; screening; suspicious activity; transaction monitoring; aml record maintenance sop; SOP-AML-007; Record; Maintenance,2027-07-01
SOP-Corporate Banking-001,Business Current Account Service SOP,Standard Operating Procedure,Corporate Banking,COR - Corporate Banking,Approved,1.0,Department Head,documents/sops/SOP-Corporate_Banking-001_Business_Current_Account_Service_SOP.md,High,POL-Corporate Banking-001; KOD-Corporate Banking-001; FAQ-Corporate Banking-001; FAQ-Corporate Banking-002,corporate banking; business current account; escrow account; cash management; business current account service sop; SOP-Corporate; Banking-001; Business; Current; Account,2027-07-01
SOP-Corporate Banking-002,Escrow Account Control SOP,Standard Operating Procedure,Corporate Banking,COR - Corporate Banking,Approved,1.0,Department Head,documents/sops/SOP-Corporate_Banking-002_Escrow_Account_Control_SOP.md,High,POL-Corporate Banking-002; KOD-Corporate Banking-002; FAQ-Corporate Banking-002; FAQ-Corporate Banking-003,corporate banking; business current account; escrow account; cash management; escrow account control sop; SOP-Corporate; Banking-002; Escrow; Account,2027-07-01
